"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"42",3.5375,3.1554,2.7144,1.6481,1.2607,2.9872,1.5673,2.4753,1.5007,1.1731,2.7792,1.8308,2.1077,5.6143,2.6251,2.8279,2.6622,3.6751,4.4377,5.4637,3.0003,1.9149,5.2558,2.7502,4.24,2.9015,2.1209,3.2584,4.2249,3.19,2.4339,3.167,3.2042,2.7534,4.6175,5.2335,4.3823,2.9993,3.4053,4.2346,3.0923,4.0557,5.9507,3.4834,1.4811,2.0595,4.8018,2.8229,2.7719,2.3955,2.2113,2.4298,3.688,1.319,4.3009,1.675,2.5912,1.9722,2.5544,2.5235,1.6823,3.3584,3.5709,4.3024
"43",0.1115,0.1146,0.1014,0.1132,0.3376,0.1931,0.2979,0.2461,0.251,0.2295,0.2203,0.2641,0.3383,1.6808,0.1118,0.0962,0.3009,1.3976,1.3118,1.1643,0.0742,1.2415,1.0281,1.1389,0.8155,1.5152,1.1819,0.1596,0.1951,0.1876,0.2077,0.2156,0.2141,0.2744,1.1943,0.978,1.134,1.5349,1.8582,0.7929,0.8112,0.5034,1.0034,0.5011,0.2565,2.1598,1.3595,2.3113,1.5689,0.7788,0.1294,1.0341,0.2218,0.1075,0.1657,0.1868,0.2615,0.1733,0.1145,0.3516,0.5106,0.3539,0.786,0.1655
"44",0.8346,0.6188,0.432,0.5376,0.4145,0.5089,0.4527,0.611,0.4787,0.1605,0.3983,0.2875,0.5767,0.1355,0.5815,0.6751,0.975,0.4345,0.3997,0.4755,0.8024,0.3576,0.3769,0.5666,0.6888,0.7314,0.3697,0.8614,0.5183,0.7277,1.0553,0.7647,1.1835,1.0141,0.612,0.4754,0.8177,0.637,1.0458,0.3167,0.3183,0.578,1.0641,0.7493,0.3205,0.32,0.2611,0.5259,0.3166,0.353,2.9923,0.5885,0.9229,0.5726,0.4911,0.5189,0.5401,0.4444,0.3553,0.4429,0.5123,0.7265,0.3766,0.2775
"45",1.5854,0.5013,2.9859,2.002,0.5376,0.7482,0.6184,0.8011,0.5945,0.7617,0.6973,1.548,0.7976,0.5868,1.1894,1.0111,0.7988,0.5679,0.5655,0.4723,0.888,0.9905,0.8286,0.4471,0.5185,0.5557,0.4216,0.4226,0.6866,0.4783,0.6747,2.1584,1.0826,2.5124,0.7513,0.5948,0.8967,0.9818,0.4739,1.8413,1.2648,1.4936,0.7755,0.5561,0.4455,0.1711,0.6395,0.449,0.843,0.8659,2.0838,0.5178,1.4103,0.7507,0.919,0.7555,0.6233,2.2042,0.7189,0.7679,0.526,0.5349,0.991,0.2886
"46",1.6778,1.611,1.597,0.9297,0.811,0.6887,0.9968,0.8853,1.0577,1.1129,0.8155,0.9169,1.2423,2.6535,1.9664,2.0191,1.1457,2.0641,2.0935,1.3471,2.3317,3.8227,3.566,0.532,1.7041,1.1561,0.6875,2.3076,2.1251,1.4076,1.5595,1.5787,3.7129,1.6523,1.7942,3.2983,3.903,2.1549,1.3949,3.1987,2.6932,1.8568,1.1832,1.9531,0.5871,0.6466,2.2238,1.0485,1.9838,2.074,1.7621,1.3171,1.8413,1.1809,1.7413,1.2661,1.8445,0.3464,1.5922,0.981,1.618,0.9114,1.5517,1.3233
"47",3.9576,3.0636,3.4367,2.5482,3.4904,5.8175,5.256,6.0247,5.587,3.6544,7.6494,6.2147,7.2345,3.8991,3.8852,3.1996,2.7168,2.9233,3.2306,5.2779,5.5042,4.4607,4.3831,5.0786,4.4672,5.5852,4.6594,4.0003,0.1574,3.9888,3.9975,3.9587,2.9704,3.5001,5.4892,4.2678,4.5796,4.0129,3.9841,4.013,4.4478,3.517,5.3283,10.16,4.568,6.4026,5.8568,3.7364,3.2429,5.7432,2.9626,4.9013,3.9908,3.0059,3.7103,3.0714,5.2996,2.7729,5.2944,3.8298,5.2751,5.0736,7.7319,4.9733
"48",3.7285,1.792,2.0991,5.2167,2.4205,1.8498,2.0505,3.0046,3.8518,1.4291,3.0875,3.742,2.2209,0.4875,2.5398,1.0248,1.9962,0.5478,0.5525,1.0418,1.2399,0.7119,0.4015,0.9146,3.6239,1.199,1.212,2.4786,1.6159,1.7614,3.5634,2.1806,1.6476,1.4644,0.7034,0.9747,0.7498,1.3347,1.6013,1.7263,1.0748,1.079,1.8221,1.1328,0.4603,0.387,0.3888,0.8883,0.7099,0.7764,2.9034,0.5628,2.6128,3.3438,1.2809,2.0991,1.5074,0.8552,2.0419,1.433,0.7522,1.2515,0.6582,0.2801
"49",3.6545,1.3757,3.8527,5.435,4.1405,2.8914,3.6977,7.6902,6.7914,1.9058,6.3847,3.8043,8.5808,5.8975,2.3656,2.4272,2.2792,2.0578,1.6643,3.8229,2.7929,2.3672,3.7905,3.4508,3.6996,3.5209,3.8718,4.8397,0.1493,3.0903,2.6642,3.3658,3.6564,3.8413,5.8145,4.8545,4.6864,4.0954,0.4482,3.5409,5.1278,4.9518,6.1623,2.019,1.6335,3.078,5.4064,3.808,0.9498,5.3337,2.1705,6.2549,3.5709,2.5776,2.1025,1.3558,4.5937,3.7637,5.9155,3.5697,5.9015,3.0039,0.4436,0.4761
"50",0.3247,0.3092,0.4848,0.3963,0.188,0.1183,0.302,0.2186,0.1044,0.5081,0.1359,0.1986,0.1813,0.2224,0.1386,0.1303,0.1217,0.1625,0.1573,0.0862,0.0494,0.1597,0.1264,0.0469,0.1472,0.1201,0.1175,0.0995,0.1039,0.0986,0.1406,0.1596,0.1977,0.2556,0.0689,0.0668,0.0793,0.1087,0.1546,0.1056,0.0542,0.0912,0.1453,0.1836,0.1831,0.1277,0.1906,0.1676,0.4779,0.1403,0.1792,0.043,0.4388,0.7346,0.4803,0.58,0.1709,0.2396,0.8084,0.5253,0.3541,0.4137,0.7587,0.6441
"51",3.5717,3.7014,2.6743,0.7093,1.3702,1.6758,1.4614,2.7672,4.3112,1.6896,2.2217,1.7696,1.1719,2.4655,1.9952,2.1459,2.0373,3.1854,4.0646,2.847,5.5093,5.3745,5.5836,2.3363,4.719,5.1207,1.8427,4.7676,4.0096,2.7502,1.8023,2.2652,3.3499,2.9485,5.2322,1.9545,3.8299,4.6319,4.5408,3.5967,4.7492,2.5316,3.3317,4.7667,3.9071,8.1181,5.0732,4.2712,3.8329,4.8703,1.7869,4.7536,1.9598,2.105,2.1167,2.1097,4.0794,1.7945,2.9025,2.118,2.3835,5.401,2.1267,3.0401
"52",0.8967,0.7999,0.7425,0.6052,0.689,0.5885,0.8641,0.8185,0.8572,0.4259,0.4236,1.0886,0.7852,0.2932,0.8236,0.759,0.6051,0.8924,0.8189,0.1867,0.624,0.8201,0.3417,0.2721,0.2552,0.3957,0.4801,0.4971,0.4152,0.6871,0.5026,0.432,0.4676,0.2675,0.2474,0.1746,0.3207,0.174,0.0719,0.3795,0.3978,0.2995,0.3092,0.4083,0.3469,0.2612,0.401,0.2082,0.7941,0.149,0.4463,0.1534,0.4158,0.668,0.5947,0.7273,0.2582,0.2641,1.1281,0.525,1.0113,0.4226,0.1662,0.248
"53",2.3148,2.1661,2.6301,0.2447,2.0653,1.4473,1.0492,1.3366,1.5082,1.2258,1.2988,1.0895,2.0893,0.9011,1.7937,1.2028,2.4685,2.9262,2.838,1.0989,2.1454,3.4742,2.1439,0.9637,1.2068,1.3829,0.5811,1.6332,1.3193,1.3474,1.0109,0.7619,1.0286,1.4299,1.7415,0.4235,1.697,1.0266,0.5872,1.5871,2.0224,1.1877,1.0793,1.422,1.8194,2.6429,2.6033,1.0164,1.0003,1.6855,1.2465,1.4461,2.8497,1.0102,2.1344,1.9989,1.4316,1.2229,1.654,0.7502,1.7238,2.3547,1.6802,2.985
"54",0.3194,0.3089,0.3077,0.1816,0.2358,0.189,0.343,0.3041,0.1892,0.4876,0.2186,0.2875,0.4691,0.1086,0.2415,0.2666,0.3229,0.1324,0.1266,0.09,0.1959,0.2844,0.1437,0.0736,0.0606,0.1096,0.1111,0.2796,0.2029,0.2613,0.3654,0.2214,0.332,0.2663,0.0914,0.0903,0.1423,0.0693,0.0684,0.2002,0.1937,0.1902,0.1368,1.2666,0.6616,0.3098,0.3096,0.2239,1.3874,0.1951,1.2689,0.0947,0.998,0.644,0.493,0.7641,0.1997,0.3911,0.5051,0.6088,0.4807,0.539,0.0334,0.2725
"55",3.4188,2.7758,2.1161,1.4857,1.3889,1.1773,1.7516,2.5804,1.4302,0.7562,0.7038,1.4359,1.7338,0.233,4.3358,5.1017,2.4667,2.5272,2.2563,1.2926,3.5872,1.5754,0.5003,2.3869,1.4783,2.3898,1.9535,4.9327,4.5013,3.4097,3.8455,2.9387,4.3557,3.7057,3.2972,1.9763,4.2711,2.4801,0.7434,2.7913,4.1277,4.0121,3.1632,2.9105,1.7759,0.826,2.0956,1.7179,2.3192,1.1765,2.9793,3.0014,2.9246,2.8945,2.1972,2.3479,2.1566,1.0574,1.3801,1.4309,1.0903,2.9077,0.6341,1.4197
"56",0.8722,2.0965,0.9193,0.4664,0.4443,0.6758,0.566,1.2371,1.0662,0.6214,0.7001,0.5714,1.6461,0.4165,0.9715,0.9701,2.211,0.8484,0.8276,0.8127,2.2716,1.7371,1.538,1.093,3.1117,2.403,0.6131,3.343,1.7175,1.9896,1.6596,2.1216,1.0331,1.081,1.6493,0.5808,1.0551,2.1677,2.0306,0.7979,1.432,1.3236,1.4071,1.4392,0.7901,1.3553,1.782,1.374,1.5553,1.7434,1.4933,1.8594,1.018,0.6532,0.6248,0.7655,1.2482,0.4768,0.7477,0.5355,1.0376,1.7997,1.9049,1.5365
"57",3.9192,5.4148,4.5608,2.634,4.0206,4.2725,4.9513,6.2801,6.1184,2.2715,4.8647,5.1102,6.2826,4.5567,4.3073,5.228,2.9896,3.2449,3.903,3.6897,5.4901,4.2313,5.5785,4.5925,3.0897,5.4086,5.9452,3.7886,6.3014,3.9305,4.7143,4.2273,4.1666,3.3018,4.7712,5.1344,4.3999,4.514,1.4308,3.7044,5.4218,4.0135,5.5869,3.629,2.7193,1.9191,6.5029,3.9212,3.5059,2.479,3.2137,3.843,4.3532,4.7149,5.5895,4.1122,4.1485,1.8787,3.8545,3.6422,2.1801,3.2604,1.5401,3.4444
"58",0.1288,0.0782,0.2194,0.1067,0.3066,0.3604,0.2103,0.4061,0.223,0.1993,0.2257,0.1841,0.3892,1.8862,0.0814,0.0739,0.2563,2.3852,2.5902,3.0884,0.0433,2.5843,2.5435,2.4254,2.1077,2.0498,2.3265,0.1973,0.1387,0.1983,0.1561,0.1515,0.1367,0.1059,2.7865,2.1609,2.4355,2.0319,2.5243,1.4446,1.2587,1.6345,2.7358,0.3815,0.3056,3.3964,2.7596,1.7625,1.04,1.9641,0.0861,1.2599,0.1707,0.0953,0.0899,0.1068,0.2904,0.1835,0.1409,0.2627,0.3361,0.1571,0.0942,0.1109
"59",3.1675,3.7242,2.6364,1.3142,2.6916,1.6888,3.0465,2.3059,3.0908,2.984,1.8725,1.8281,4.3352,3.8765,3.8111,2.8904,2.7239,2.9255,3.2621,1.904,3.4967,4.6023,3.0703,2.343,1.326,1.9548,2.226,3.7247,2.7801,3.785,2.6929,1.9944,3.0671,2.9746,1.938,2.38,2.9931,2.2632,0.869,2.5388,2.6979,1.9559,3.2059,4.1944,2.2143,1.924,2.8508,1.5612,2.4534,1.5406,2.0339,1.7272,0.1198,3.2561,4.0106,3.8939,2.4442,1.8,3.2887,2.4848,2.5387,2.9412,1.3619,4.0306
"60",3.3678,3.6836,3.7572,1.2415,6.1149,5.4565,3.9852,4.2998,4.7397,3.9831,3.753,2.0577,4.7734,6.574,4.1689,2.1576,2.2999,3.7101,4.5192,5.9064,4.4681,5.4918,6.4991,4.554,4.7507,6.1551,5.8602,5.4238,6.3308,3.7184,3.2865,4.2078,3.6947,6.5343,6.2091,5.85,4.7726,5.175,5.0199,4.2201,5.846,5.552,7.0639,8.7537,6.2801,14.483,10.443,4.5508,4.0978,6.5766,2.4751,7.3877,2.7581,3.8962,3.4295,2.8139,4.3122,3.0315,4.4287,3.9159,4.6796,5.1671,9.9194,8.807
"61",3.6157,3.3596,3.1295,2.6222,3.9849,3.3442,4.7054,4.0206,4.6039,1.8766,2.675,2.7623,4.6485,6.7212,4.5749,1.8549,2.6193,3.413,4.1742,5.103,6.5948,4.9468,6.1839,3.2702,4.3297,5.9735,5.7398,4.9048,6.1198,3.829,4.3641,3.911,3.9512,7.1289,5.3517,5.5577,4.6014,4.2742,4.1401,3.5091,4.5884,4.6403,6.2255,3.6233,4.2437,7.9474,9.5489,3.9095,3.2262,6.3829,3.3284,5.3175,3.3252,4.2788,4.0509,4.1963,2.533,5.9146,3.6537,1.8432,4.1139,5.8345,5.6351,10.322
"62",3.8972,7.6184,5.5745,9.5706,3.5135,4.6666,4.435,5.5953,4.839,18.184,8.5027,9.0894,11.554,7.3593,4.6415,3.6756,0.7019,3.5443,4.4971,6.6345,4.9753,5.556,5.8782,5.9637,5.684,5.8212,4.3955,5.5129,4.2546,3.8629,4.7185,4.103,3.5762,7.5573,5.531,2.8373,4.3863,5.1894,5.4701,1.4792,5.3707,5.4566,7.0719,4.9702,5.3376,15.18,7.8738,6.6907,6.0373,6.9817,0.0909,7.3872,0.4358,4.814,6.6514,4.6069,3.4771,9.9933,4.9791,9.4792,16.745,6.096,4.3333,7.9767
"63",1.2217,1.5961,0.9068,0.2286,0.3605,0.6259,0.5898,1.1138,0.6547,0.4663,0.3402,0.3276,0.6924,0.6446,1.0139,1.1796,0.6085,0.9454,0.8848,0.5907,0.7787,1.7579,0.4646,0.69,0.4199,0.425,0.7,0.8934,0.8232,0.9071,0.5962,0.6109,0.4055,0.5379,1.0419,0.7313,1.0495,1.0045,0.5081,1.1984,1.0527,1.0113,0.9978,0.8234,0.6936,0.4821,1.1085,0.936,0.6853,0.5418,0.594,0.5104,0.6911,1.4633,1.2939,1.3876,1.0123,0.7182,0.9662,0.3734,0.5853,1.2411,1.7392,0.9379
"64",3.3361,2.4137,3.5267,2.2161,1.925,3.631,0.9948,3.3861,4.2967,1.6783,1.9514,0.8158,2.7308,0.1827,1.7181,2.0468,2.758,1.2627,1.1538,0.3509,2.9972,0.9877,0.7048,0.4672,0.6516,0.2825,0.2458,1.5904,0.8017,1.7065,0.5882,1.0471,1.2501,0.6766,0.5684,0.5485,2.4504,0.731,0.6671,0.5613,1.3733,0.8996,1.3613,1.0557,1.5084,0.781,1.4335,1.246,1.2346,1.9011,0.6962,1.8917,1.2495,1.2999,4.0184,3.1173,2.0373,3.7443,1.6535,0.6278,1.2444,3.4035,0.1957,0.7235
"65",1.0708,0.9393,1.4182,0.7152,0.5949,0.7358,1.3598,1.6543,1.4499,1.1156,0.7642,0.7741,0.8072,0.7197,2.8698,2.7619,0.6044,1.7804,1.8231,1.1555,1.2956,1.6766,0.8033,1.9087,1.8773,1.4333,3.0909,2.0869,1.609,1.5375,1.0358,0.8345,0.9015,1.0487,3.1009,1.5648,2.2649,1.7565,0.3687,2.1137,1.8249,2.4009,2.0766,2.9858,1.5383,0.7612,2.6922,2.136,3.1505,1.7974,0.9578,2.3917,1.0633,1.1897,0.8794,1.4496,1.6661,4.2337,1.4809,0.3825,1.0126,1.4716,2.0603,1.8212
"66",0.3088,0.4445,0.7817,2.6169,0.9356,0.5938,0.2912,0.2755,0.1439,2.8502,0.2853,0.2411,0.5764,0.2776,0.1029,0.0798,0.2612,0.1169,0.1259,0.3627,0.1164,0.1955,0.2502,0.7927,0.1673,0.2633,0.0727,0.2356,0.1412,0.1131,0.4832,0.5444,0.8142,0.1488,0.6007,0.3923,1.5841,0.2206,0.2098,0.2539,0.4216,0.5016,0.2812,0.3249,0.2681,0.3253,1.0296,0.1624,0.1465,0.1578,0.4881,0.2056,0.2867,1.0066,1.4936,0.7355,1.5707,1.5759,1.4013,1.1114,1.2928,0.4319,0.2618,1.6194
"67",0.1087,0.1556,0.1721,0.92,0.2059,0.2127,0.1697,0.2134,0.0666,0.2174,0.0975,0.1058,0.1719,0.0986,0.136,0.0771,0.1316,0.1494,0.1535,0.2056,0.0663,0.1239,0.0375,0.1834,0.1885,0.0786,0.0608,0.2093,0.1835,0.2797,0.212,0.2335,0.1072,0.1829,0.3013,0.1633,0.347,0.22,0.1408,0.1789,0.1129,0.1503,0.3385,0.0724,0.3282,0.5082,0.2601,0.3786,0.1877,0.5653,0.2207,0.6817,0.5367,0.3843,0.7149,0.2448,0.2051,0.4542,0.1897,0.6457,0.3219,0.4005,0.8736,0.991
"68",0.7344,0.6798,1.4264,4.3382,0.5245,0.4798,1.1477,1.3182,0.4136,5.8839,1.2791,1.2698,3.5581,0.291,0.3148,0.083,0.1986,0.6919,0.7116,1.7139,0.1698,0.2212,0.0941,0.7053,0.382,0.1565,0.1048,0.5073,0.3798,0.2853,0.4838,0.6094,0.1795,0.2231,3.1265,1.7315,2.085,0.3805,0.7885,1.0103,1.1868,1.873,2.2034,0.8408,0.3899,0.8379,2.1475,0.5716,0.2656,0.1088,0.4605,1.1076,0.9853,0.892,3.1514,1.6442,4.4035,7.8232,1.5997,7.0744,2.927,1.2207,4.6862,4.8347
"69",0.6572,0.5171,0.504,0.579,0.5513,0.4962,0.6191,0.5434,0.3799,0.9236,0.8499,0.5305,0.6804,0.8312,0.454,0.3765,0.3044,0.5093,0.5037,0.6325,0.2532,0.5628,0.6027,1.031,0.7806,0.7498,0.6491,0.8733,0.8794,1.0743,0.5116,0.6161,0.5437,0.5549,0.8343,0.988,0.4902,0.2861,0.8924,0.5857,0.7773,0.7738,0.6448,0.3712,0.8055,0.7592,0.9751,1.2596,0.3818,0.4791,0.5299,0.802,0.2852,0.4387,0.8442,0.3643,0.674,0.6929,0.5687,0.971,0.7067,0.3586,1.1156,0.4287
"70",0.1167,0.1669,0.1709,0.2541,0.2037,0.2567,0.3781,0.3668,0.1438,0.2326,0.2133,0.4324,0.3259,1.1519,0.1192,0.0762,0.2501,0.334,0.3244,0.3554,0.0365,0.2752,0.3116,0.264,0.238,0.1632,0.2476,0.1081,0.1172,0.1173,0.1502,0.0815,0.1726,0.2005,0.2742,0.2811,0.0901,0.1794,0.3798,0.1797,0.2564,0.3395,0.1349,1.1288,0.4779,0.428,0.3721,0.5102,2.2303,0.4641,0.0879,0.3061,0.132,0.5677,0.2354,0.2926,0.5374,0.2143,0.2457,0.4593,0.6737,0.1537,0.42,0.458
"71",0.4576,0.5398,0.3552,1.4058,0.8994,0.4053,0.3276,0.2726,0.27,0.3658,0.1993,0.2709,0.2,0.2771,0.6889,1.5071,0.747,0.3739,0.361,0.5354,1.5043,0.51,0.3295,0.8202,0.3469,0.3302,0.702,0.7374,0.3422,0.5765,1.2732,0.6799,0.5947,0.577,0.5403,0.554,0.4834,0.6181,0.6673,0.9971,0.8254,0.6214,0.482,0.218,0.4715,0.2368,0.3506,0.8297,0.795,0.228,1.1374,0.4839,0.8525,1.1779,0.4183,0.5312,0.3226,0.135,0.2099,0.3947,0.3669,0.9681,0.2246,0.131
"72",0.591,0.4766,0.9151,0.9887,1.5808,0.6883,0.6218,0.2531,0.1599,0.3483,0.2658,0.3741,0.298,0.3101,0.556,0.6538,1.2213,0.3597,0.3624,1.0554,0.5833,0.3374,0.2368,1.1987,0.3221,0.3609,0.3611,0.6181,0.3469,0.3379,0.8968,1.359,1.7025,0.6738,0.6876,0.7392,0.6783,1.4807,0.5224,0.4981,0.344,0.4792,0.7254,0.3334,1.1193,0.5842,0.4502,2.0983,1.1124,0.3992,1.254,0.7677,1.5918,1.5775,0.7881,0.804,0.3419,0.3321,0.2381,0.6379,0.52,0.4673,0.303,0.4929
"73",0.1106,0.1132,0.1659,0.239,0.1825,0.1098,0.2035,0.1633,0.1177,0.1728,0.1652,0.1954,0.2209,0.1414,0.2779,0.3433,0.1804,0.1576,0.1402,0.1796,0.0345,0.1856,0.2042,0.1363,0.1706,0.2187,0.1845,0.1247,0.1187,0.117,0.1296,0.0774,0.2851,0.2587,0.1695,0.2473,0.3243,0.1392,0.2705,0.1079,0.1904,0.2594,0.0571,0.7013,1.613,0.7101,0.1726,0.1586,0.3531,0.439,0.0718,0.1306,0.8495,0.1031,0.1811,0.1562,0.166,0.1934,0.1235,0.3391,0.6047,0.2149,0.1668,0.1932
"74",0.3945,0.2986,0.2757,0.2607,0.4046,0.3874,0.4294,0.2663,0.2289,1.1837,0.3432,0.6233,0.3938,0.1677,0.4384,0.19,0.1061,0.3077,0.2772,0.288,0.3149,0.5057,0.2666,2.1557,1.9916,1.7072,1.3449,2.4256,0.5152,1.2705,2.4757,0.5874,0.1506,0.6379,1.3945,0.1637,0.0866,0.2528,1.6905,1.0044,1.6243,0.8193,1.6871,0.2744,0.6256,0.5437,0.7847,0.337,0.2388,0.1472,0.0669,0.4103,0.1943,0.322,0.2859,0.182,0.5108,0.3257,0.5532,0.36,2.3575,0.2211,0.2042,0.2011
"75",0.1479,0.3997,0.3022,0.3311,0.8148,0.818,2.1721,0.1993,0.191,0.7211,1.0316,0.6156,0.5889,0.1119,0.4275,0.2485,0.7957,0.4849,0.4654,0.3449,0.1582,0.2957,0.1468,0.2287,0.1813,0.0703,0.1109,0.1014,0.232,0.1325,0.3012,0.4037,0.2382,0.2765,0.1431,0.0469,0.0943,0.1999,0.1768,0.0793,0.0376,0.0812,0.1943,0.2513,0.6828,0.2256,0.2828,0.1815,0.1484,0.0807,0.8869,0.0206,0.609,0.2373,0.2622,0.6694,0.3044,0.1522,0.3862,0.3781,0.4246,0.7321,0.339,0.6441
"76",0.9519,1.6803,0.5023,1.8803,1.0723,0.5693,1.9055,0.6207,0.8557,0.1833,0.4836,1.0018,0.4689,2.3034,2.6477,2.9628,0.8178,1.6789,1.6257,1.6789,3.1987,1.7927,2.2261,2.1298,2.492,2.6098,3.5663,3.6281,2.0451,2.4917,3.1696,1.7092,2.7605,2.2014,1.026,1.5297,0.8604,1.0856,2.2653,2.1437,1.6142,1.724,1.9099,0.5451,1.9084,2.2656,0.7996,1.0344,0.7917,2.4525,1.424,1.821,0.7169,0.9349,0.7995,1.0298,0.5463,0.1441,0.5946,1.1033,0.4889,0.812,0.613,1.6018
"77",2.6286,2.332,3.8235,1.0804,2.6489,2.8308,4.0146,3.8084,2.682,2.4177,2.5758,2.2002,2.2425,4.3289,4.8763,3.0752,2.7852,3.1834,3.4781,3.2527,5.1509,2.854,2.8739,0.9018,0.9608,0.6869,0.5561,0.7717,1.0749,0.7482,2.8162,4.0099,3.9662,5.0011,2.5443,1.9115,1.6606,2.6471,2.9809,1.6944,1.6378,0.9816,1.4856,3.0922,1.86,1.5592,2.1192,1.903,1.7634,0.9611,3.063,0.7044,2.3398,2.7179,2.9512,3.6131,2.8935,1.4984,2.1946,2.1246,2.6425,3.7769,5.6315,12.081
"78",0.5856,0.4157,0.3742,0.4433,0.4379,0.7347,1.0466,0.7239,0.6007,0.6361,0.6331,0.3228,0.6052,0.244,0.8011,0.3499,0.6081,0.5053,0.487,0.3002,0.314,0.2595,0.2257,0.3214,0.2422,0.3565,0.4792,0.1611,0.2818,0.2662,0.2617,0.2121,0.3144,0.4931,0.154,0.1724,0.614,0.2589,0.3065,0.5153,0.3242,0.2492,0.3558,0.2322,0.5774,0.4249,0.3663,0.2922,0.3297,0.5146,0.6815,0.2678,0.8268,0.4505,0.3611,0.7354,0.3106,0.2217,0.6082,0.3487,0.9377,0.363,0.8402,1.3459
"79",0.1956,0.2604,0.2725,0.4585,0.1581,0.1292,0.2843,0.3281,0.0697,0.3426,0.1844,0.1736,0.3679,0.123,0.092,0.0755,0.2031,0.1309,0.1274,0.1015,0.121,0.1787,0.1377,0.1234,0.2017,0.1438,0.0983,0.1517,0.1618,0.167,0.133,0.163,0.2834,0.1953,0.1573,0.13,0.267,0.143,0.0707,0.1323,0.0833,0.0818,0.249,0.5038,0.1974,0.2872,0.1767,0.2819,0.3008,0.1151,0.2205,0.0942,0.1282,0.2612,0.1398,0.1895,0.4099,0.4149,0.1934,0.3472,0.4117,0.2094,0.0497,0.1308
"80",0.6629,0.5328,0.4268,0.7205,0.5495,0.5433,0.5049,0.606,0.6262,0.291,0.5743,0.8231,0.5588,1.264,0.5135,0.9265,0.4236,1.0418,1.0693,1.1501,0.426,0.5941,0.747,0.4736,0.6272,0.5005,0.8267,0.3347,0.383,0.4381,0.3782,0.3398,0.8571,0.7393,0.333,0.2389,0.3718,0.5015,0.7227,0.3771,0.3128,0.2656,0.4285,0.0785,0.4504,0.687,0.5138,0.3782,0.1471,0.8935,0.4611,0.6174,0.3832,0.7653,0.4435,0.4319,0.183,0.1723,0.2895,0.3882,0.5723,0.6791,0.305,0.4244
"81",0.352,0.2067,0.4478,0.4082,0.3639,0.4584,0.451,0.266,0.0969,0.3407,0.2228,0.2381,0.3623,0.1166,0.481,0.609,0.8576,0.371,0.355,0.3285,0.6733,0.276,0.1824,0.9038,0.7496,0.5541,0.4549,0.8735,0.6185,0.6256,0.4906,0.4944,0.3361,0.4584,0.3696,0.34,0.4482,0.5129,0.2807,0.4095,0.4156,0.2494,0.4325,0.8583,0.4366,0.3155,0.3216,0.7689,0.3873,0.2525,0.4872,0.2365,0.787,0.628,0.1903,0.4401,0.6827,0.4329,0.1593,0.3214,0.3861,0.4181,0.2567,0.1119
"82",0.2393,0.2649,0.2916,0.2799,0.2365,0.2333,0.3858,0.2844,0.1502,0.1977,0.1731,0.2243,0.2908,0.1384,0.2713,0.1784,0.2487,0.2129,0.2,0.1214,0.1945,0.1875,0.197,0.2079,0.1748,0.2313,0.1518,0.2475,0.1753,0.2452,0.2834,0.1913,0.3003,0.3223,0.1821,0.0737,0.1548,0.3126,0.1166,0.2115,0.2477,0.1555,0.1966,0.4562,0.2589,0.19,0.1391,0.1524,0.166,0.1165,0.1258,0.0871,0.1559,0.2122,0.2039,0.2618,0.3217,0.1952,0.1314,0.2835,0.4762,0.2879,0.075,0.0776
"83",3.6149,2.704,3.2084,9.0114,3.0216,2.1772,3.6763,3.1812,3.2457,2.0041,3.2859,4.096,1.943,2.8103,4.6885,5.1633,2.6056,2.6775,3.3799,5.1607,5.8531,1.6271,1.7403,4.6472,3.8331,4.6367,5.5341,4.8796,5.2066,4.0876,4.0052,3.6448,3.9733,7.2503,2.179,4.9385,2.3798,3.7411,3.6231,1.6278,3.0646,2.6572,3.2265,1.0533,2.7077,4.2738,2.872,2.7798,0.9422,3.4565,3.7185,3.9077,4.2272,4.9983,4.4902,4.1566,2.9196,3.5358,2.7183,2.9224,1.7427,5.1307,5.56,1.939
